
 Tumacacori NM 

   Date, Precipitation (in), Tmax (F), Tmin (F), Snow Depth On Ground (Inches),
   07/04/2019, 0.0, 95.0, 63.0, 0.0,
   07/05/2019, 0.0, 96.0, 62.0, 0.0,
   07/06/2019, 0.0, 97.0, 67.0, 0.0,
   07/07/2019, 0.31, 89.0, 64.0, 0.0,
   07/08/2019, 0.0, 95.0, 53.0, 0.0,
   07/09/2019, 0.0, 95.0, 53.0, 0.0,
   07/10/2019, 0.0, 97.0, 59.0, 0.0,
   07/11/2019, 0.0, 101.0, 67.0, 0.0,
   07/12/2019, 0.0, 102.0, 75.0, 0.0,
   07/13/2019, 0.0, 97.0, 70.0, 0.0,
   07/14/2019, 0.24, 96.0, 64.0, 0.0,
   07/15/2019, 0.0, 98.0, 68.0, 0.0,
   07/16/2019, 0.31, 100.0, 65.0, 0.0,
   07/17/2019, 0.0, 99.0, 71.0, 0.0,
   07/18/2019, 0.0, 94.0, 69.0, 0.0,
   07/19/2019, 0.0, 95.0, 69.0, 0.0,
   07/20/2019, 0.0, 94.0, 65.0, 0.0,
   07/21/2019, 0.0, 98.0, 68.0, 0.0,
   07/22/2019, 0.0, 97.0, 71.0, 0.0,
   07/23/2019, 1.2, 96.0, 66.0, 0.0,
   07/24/2019, 0.01, 89.0, nan, 0.0,
   07/25/2019, 0.0, 88.0, nan, 0.0,
   07/26/2019, 0.02, 95.0, nan, 0.0,
   07/27/2019, 0.0, 99.0, nan, 0.0,
   07/28/2019, 0.0, 98.0, nan, 0.0,
   07/29/2019, 0.03, 95.0, nan, 0.0,
   07/30/2019, 0.0, nan, nan, 0.0,
   07/31/2019, 0.11, 92.0, nan, 0.0,
   08/01/2019, 0.18, 87.0, nan, 0.0,
   08/02/2019, 0.0, 92.0, nan, 0.0,
   08/03/2019, 0.04, 94.0, nan, 0.0,
   08/04/2019, 0.44, 99.0, nan, 0.0,
   08/05/2019, 0.0, 98.0, nan, 0.0,
   08/06/2019, 0.29, 100.0, nan, 0.0,
   08/07/2019, 0.02, 87.0, nan, 0.0,
   08/08/2019, 0.0, 91.0, nan, 0.0,
   08/09/2019, 0.13, 89.0, nan, 0.0,
   08/10/2019, 0.0, 87.0, nan, 0.0,
   08/11/2019, 0.35, 74.0, nan, 0.0,
   08/12/2019, 0.0, 87.0, nan, 0.0,
   08/13/2019, 0.0, 92.0, nan, 0.0,
   08/14/2019, 0.0, 95.0, nan, 0.0,
   08/15/2019, 0.0, 99.0, nan, 0.0,
   08/16/2019, 0.0, 97.0, nan, 0.0,
   08/17/2019, 0.08, 97.0, nan, 0.0,
   08/18/2019, 0.0, 94.0, nan, 0.0,
   08/19/2019, 0.0, 94.0, nan, 0.0,
   08/20/2019, 0.0, 95.0, nan, 0.0,
   08/21/2019, 0.0, 100.0, nan, 0.0,
   08/22/2019, 0.0, 101.0, nan, 0.0,
   08/23/2019, 0.7, 98.0, 66.0, 0.0,
   08/24/2019, 1.89, nan, nan, 0.0,
   08/25/2019, 0.15, 90.0, nan, 0.0,
   08/26/2019, 0.0, 97.0, nan, 0.0,
   08/27/2019, 0.0, nan, nan, 0.0,
   08/28/2019, 0.0, 90.0, nan, 0.0,
   08/29/2019, 1.54, 93.0, nan, 0.0,
   08/30/2019, 0.0, 88.0, nan, 0.0,
   08/31/2019, 0.03, 90.0, nan, 0.0,
   09/01/2019, 0.0, nan, nan, 0.0,
   09/02/2019, 0.0, nan, nan, 0.0,
   09/03/2019, 0.0, nan, nan, 0.0,
   09/04/2019, 0.0, nan, nan, 0.0,
   09/05/2019, 0.0, nan, nan, 0.0,
   09/06/2019, 0.0, nan, nan, 0.0,
   09/07/2019, 0.0, nan, nan, 0.0,
   09/08/2019, 0.0, nan, nan, 0.0,
   09/09/2019, 0.0, nan, nan, 0.0,
   09/10/2019, 0.0, nan, nan, 0.0,
   09/11/2019, 0.0, nan, nan, 0.0,
   09/12/2019, 0.0, nan, nan, 0.0,
   09/13/2019, 0.0, nan, nan, 0.0,
   09/14/2019, 0.0, nan, nan, 0.0,
   09/15/2019, 0.0, nan, nan, 0.0,
   09/16/2019, 0.0, nan, nan, 0.0,
   09/17/2019, 0.78, nan, nan, 0.0,
   09/18/2019, 0.0, nan, nan, 0.0,
   09/19/2019, 0.0, nan, nan, 0.0,
   09/20/2019, 0.0, nan, nan, 0.0,
   09/21/2019, 0.0, nan, nan, 0.0,
   09/22/2019, 0.0, nan, nan, 0.0,
   09/23/2019, 0.0, nan, nan, 0.0,
   09/24/2019, 0.14, nan, nan, 0.0,
   09/25/2019, 0.73, nan, nan, 0.0,
   09/26/2019, 0.2, nan, nan, 0.0,
   09/27/2019, 0.0, nan, nan, 0.0,
   09/28/2019, 0.0, nan, nan, 0.0,
   09/29/2019, 0.0, nan, nan, 0.0,
   09/30/2019, 0.0, nan, nan, 0.0,
   10/01/2019, 0.0, nan, nan, 0.0,
   10/02/2019, 0.0, nan, nan, 0.0,
   10/03/2019, 0.0, nan, nan, 0.0,
   10/04/2019, 0.0, nan, nan, 0.0,
   10/05/2019, 0.0, nan, nan, 0.0,
   10/06/2019, 0.0, nan, nan, 0.0,
   10/07/2019, 0.0, nan, nan, 0.0,
   10/08/2019, 0.0, 85.0, nan, 0.0,
   10/09/2019, 0.0, 87.0, 48.0, 0.0,
   10/10/2019, 0.0, 83.0, 47.0, 0.0,
   10/11/2019, 0.0, 83.0, 42.0, 0.0,
   10/12/2019, 0.0, nan, nan, 0.0,
   10/13/2019, 0.0, 82.0, 45.0, 0.0,
   10/14/2019, 0.0, 83.0, 48.0, 0.0,
   10/15/2019, 0.0, 83.0, 47.0, 0.0,
   10/16/2019, 0.0, 82.0, 48.0, 0.0,
   10/17/2019, 0.0, nan, nan, 0.0,
   10/18/2019, 0.0, 86.0, 52.0, 0.0,
   10/19/2019, 0.0, 77.0, 43.0, 0.0,
   10/20/2019, 0.0, 79.0, 41.0, 0.0,
   10/21/2019, 0.0, 78.0, 37.0, 0.0,
   10/22/2019, 0.0, 78.0, 39.0, 0.0,
   10/23/2019, 0.0, 82.0, 38.0, 0.0,
   10/24/2019, 0.0, 84.0, 41.0, 0.0,
   10/25/2019, 0.0, 79.0, 38.0, 0.0,
   10/26/2019, 0.0, 74.0, 37.0, 0.0,
   10/27/2019, 0.0, 82.0, 36.0, 0.0,
   10/28/2019, 0.0, 79.0, 45.0, 0.0,
   10/29/2019, 0.0, 72.0, 32.0, 0.0,
   10/30/2019, 0.0, 66.0, 30.0, 0.0,
   10/31/2019, 0.0, 63.0, 29.0, 0.0,
   11/01/2019, 0.0, 74.0, 38.0, 0.0,
   11/02/2019, 0.0, 78.0, 43.0, 0.0,
   11/03/2019, 0.0, 81.0, 44.0, 0.0,
   11/04/2019, 0.0, 79.0, 43.0, 0.0,
   11/05/2019, 0.0, 79.0, 43.0, 0.0,
   11/06/2019, 0.0, 82.0, 53.0, 0.0,
   11/07/2019, 0.0, 77.0, 43.0, 0.0,
   11/08/2019, 0.0, nan, nan, 0.0,
   11/09/2019, 0.0, 76.0, 46.0, 0.0,
   11/10/2019, 0.0, 79.0, 46.0, 0.0,
   11/11/2019, 0.0, 78.0, 50.0, 0.0,
   11/12/2019, 0.0, 73.0, 49.0, 0.0,
   11/13/2019, 0.0, 76.0, nan, 0.0,
   11/14/2019, 0.0, 77.0, nan, 0.0,
   11/15/2019, 0.0, nan, nan, 0.0,
   11/16/2019, 0.0, 78.0, nan, 0.0,
   11/17/2019, 0.0, 78.0, nan, 0.0,
   11/18/2019, 0.0, 77.0, 41.0, 0.0,
   11/19/2019, 0.0, 81.0, 41.0, 0.0,
   11/20/2019, 1.15, 71.0, 51.0, 0.0,
   11/21/2019, 0.75, 56.0, 45.0, 0.0,
   11/22/2019, 0.23, 51.0, 35.0, 0.0,
   11/23/2019, 0.0, 58.0, 36.0, 0.0,
   11/24/2019, 0.0, 67.0, nan, 0.0,
   11/25/2019, 0.0, 69.0, nan, 0.0,
   11/26/2019, 0.0, 66.0, nan, 0.0,
   11/27/2019, 0.0, 57.0, 35.0, 0.0,
   11/28/2019, 0.0, nan, nan, 0.0,
   11/29/2019, 1.25, 50.0, 43.0, 0.0,
   11/30/2019, 0.39, 52.0, 34.0, 0.0,
   12/01/2019, 0.0, 53.0, 30.0, 0.0,
   12/02/2019, 0.0, 62.0, 49.0, 0.0,
   12/03/2019, 0.0, 69.0, nan, 0.0,
   12/04/2019, 0.02, 66.0, nan, 0.0,
   12/05/2019, 0.01, 70.0, 38.0, 0.0,
   12/06/2019, 0.0, 66.0, nan, 0.0,
   12/07/2019, 0.0, 69.0, nan, 0.0,
   12/08/2019, 0.0, 73.0, nan, 0.0,
   12/09/2019, 0.1, 73.0, nan, 0.0,
   12/10/2019, 0.25, 57.0, nan, 0.0,
   12/11/2019, 0.0, 57.0, nan, 0.0,
   12/12/2019, 0.0, 58.0, nan, 0.0,
   12/13/2019, 0.0, 66.0, nan, 0.0,
   12/14/2019, 0.0, 76.0, nan, 0.0,
   12/15/2019, 0.0, 74.0, 36.0, 0.0,
   12/16/2019, 0.0, 65.0, 28.0, 0.0,
   12/17/2019, 0.0, 65.0, 19.0, 0.0,
   12/18/2019, 0.0, 59.0, nan, 0.0,
   12/19/2019, 0.0, nan, nan, 0.0,
   12/20/2019, 0.0, nan, nan, 0.0,
   12/21/2019, 0.0, 56.0, nan, 0.0,
   12/22/2019, 0.0, 57.0, nan, 0.0,
   12/23/2019, 0.0, 63.0, nan, 0.0,
   12/24/2019, 0.04, 59.0, nan, 0.0,
   12/25/2019, 0.0, nan, nan, 0.0,
   12/26/2019, 0.67, 55.0, 30.0, 0.0,
   12/27/2019, 0.36, 54.0, 36.0, 0.0,
   12/28/2019, 0.2, 47.0, 32.0, 0.0,
   12/29/2019, 0.0, 44.0, nan, 0.0,
   12/30/2019, 0.0, 44.0, nan, 0.0,
   12/31/2019, 0.0, 61.0, nan, 0.0,
   01/01/2020, 0.0, 58.0, 28.0, 0.0,
   01/02/2020, 0.0, 58.0, nan, 0.0,
   01/03/2020, 0.0, 53.0, nan, 0.0,
   01/04/2020, 0.0, 56.0, nan, 0.0,
   01/05/2020, 0.0, 70.0, nan, 0.0,
   01/06/2020, 0.0, 74.0, nan, 0.0,
   01/07/2020, 0.0, 66.0, nan, 0.0,
   01/08/2020, 0.0, 71.0, nan, 0.0,
   01/09/2020, 0.0, 61.0, nan, 0.0,
   01/10/2020, 0.08, 54.0, nan, 0.0,
   01/11/2020, 0.0, 64.0, nan, 0.0,
   01/12/2020, 0.0, 68.0, nan, 0.0,
   01/13/2020, 0.0, 70.0, nan, 0.0,
   01/14/2020, 0.0, 70.0, nan, 0.0,
   01/15/2020, 0.0, 71.0, nan, 0.0,
   01/16/2020, 0.0, 75.0, 33.0, 0.0,
   01/17/2020, 0.3, 61.0, 35.0, 0.0,
   01/18/2020, 0.0, 65.0, nan, 0.0,
   01/19/2020, 0.0, 68.0, nan, 0.0,
   01/20/2020, 0.0, 75.0, nan, 0.0,
   01/21/2020, 0.48, 74.0, nan, 0.0,
   01/22/2020, 0.0, 64.0, nan, 0.0,
   01/23/2020, 0.0, nan, nan, 0.0,
   01/24/2020, 0.0, nan, nan, 0.0,
   01/25/2020, 0.0, 68.0, nan, 0.0,
   01/26/2020, 0.0, 69.0, nan, 0.0,
   01/27/2020, 0.0, 64.0, nan, 0.0,
   01/28/2020, 0.0, 64.0, nan, 0.0,
   01/29/2020, 0.0, 62.0, nan, 0.0,
   01/30/2020, 0.0, 62.0, nan, 0.0,
   01/31/2020, 0.0, 62.0, nan, 0.0,
   02/01/2020, 0.0, 63.0, 30.0, nan,
   02/02/2020, 0.0, 71.0, 32.0, nan,
   02/03/2020, 0.0, 72.0, 37.0, nan,
   02/04/2020, 0.0, 65.0, 36.0, nan,
   02/05/2020, 0.0, 46.0, 23.0, nan,
   02/06/2020, 0.0, 46.0, 20.0, nan,
   02/07/2020, 0.0, 57.0, 20.0, nan,
   02/08/2020, 0.0, 65.0, 27.0, nan,
   02/09/2020, 0.0, 73.0, 32.0, nan,
   02/10/2020, 0.0, 73.0, 32.0, nan,
   02/11/2020, 0.52, 64.0, 34.0, nan,
   02/12/2020, 0.55, 49.0, 32.0, nan,
   02/13/2020, 0.0, 57.0, 29.0, nan,
   02/14/2020, 0.0, 62.0, 29.0, nan,
   02/15/2020, 0.0, 67.0, 29.0, nan,
   02/16/2020, 0.0, 68.0, 32.0, nan,
   02/17/2020, 0.0, 73.0, 32.0, nan,
   02/18/2020, 0.0, 72.0, 34.0, nan,
   02/19/2020, 0.0, 76.0, 38.0, nan,
   02/20/2020, 0.0, 75.0, 36.0, nan,
   02/21/2020, 0.0, 77.0, 38.0, nan,
   02/22/2020, 0.11, 77.0, 38.0, nan,
   02/23/2020, 0.09, 63.0, 38.0, nan,
   02/24/2020, 0.0, 60.0, 31.0, nan,
   02/25/2020, 0.0, 63.0, 31.0, nan,
   02/26/2020, 0.0, 61.0, 34.0, nan,
   02/27/2020, 0.0, 62.0, 23.0, nan,
   02/28/2020, 0.0, 71.0, 39.0, nan,
   02/29/2020, 0.0, 76.0, 37.0, nan,
   03/01/2020, 0.0, 74.0, 39.0, nan,
   03/02/2020, 0.0, 63.0, 42.0, nan,
   03/03/2020, 0.09, 63.0, 38.0, nan,
   03/04/2020, 0.14, 57.0, 32.0, nan,
   03/05/2020, 0.0, 68.0, 35.0, nan,
   03/06/2020, 0.0, 76.0, 39.0, nan,
   03/07/2020, 0.0, 78.0, 43.0, nan,
   03/08/2020, 0.0, 75.0, 45.0, nan,
   03/09/2020, 0.07, 59.0, 36.0, nan,
   03/10/2020, 0.0, 72.0, 36.0, nan,
   03/11/2020, 0.1, 71.0, 54.0, nan,
   03/12/2020, 0.01, 70.0, 54.0, nan,
   03/13/2020, 0.2, 64.0, 45.0, nan,
   03/14/2020, nan, nan, nan, nan,
   03/15/2020, 0.0, 70.0, 37.0, nan,
   03/16/2020, 0.0, 72.0, 35.0, nan,
   03/17/2020, 0.0, 75.0, 41.0, nan,
   03/18/2020, 0.0, 70.0, 47.0, nan,
   03/19/2020, 0.56, 55.0, 41.0, nan,
   03/20/2020, 0.0, 59.0, 31.0, nan,
   03/21/2020, 0.0, 64.0, 35.0, nan,
   03/22/2020, 0.0, 70.0, 36.0, nan,
   03/23/2020, 0.0, 72.0, 46.0, nan,
   03/24/2020, 0.0, 71.0, 35.0, nan,
   03/25/2020, 0.0, 75.0, 39.0, nan,
   03/26/2020, 0.0, 81.0, 50.0, nan,
   03/27/2020, 0.0, 70.0, 41.0, nan,
   03/28/2020, 0.0, 56.0, 25.0, nan,
   03/29/2020, 0.0, 65.0, 32.0, nan,
   03/30/2020, 0.0, 72.0, 32.0, nan,
   03/31/2020, 0.0, 69.0, 34.0, nan,
   04/01/2020, 0.0, 80.0, 47.0, nan,
   04/02/2020, 0.0, 80.0, 48.0, nan,
   04/03/2020, 0.0, 78.0, 40.0, nan,
   04/04/2020, 0.0, 77.0, 37.0, nan,
   04/05/2020, 0.0, 77.0, 40.0, nan,
   04/06/2020, 0.0, 77.0, 39.0, nan,
   04/07/2020, 0.0, 75.0, 40.0, nan,
   04/08/2020, 0.0, 76.0, 40.0, nan,
   04/09/2020, 0.0, 77.0, 37.0, nan,
   04/10/2020, 0.0, 72.0, 34.0, nan,
   04/11/2020, 0.0, 72.0, 38.0, nan,
   04/12/2020, 0.24, 60.0, 33.0, nan,
   04/13/2020, 0.0, 71.0, 43.0, nan,
   04/14/2020, 0.0, 73.0, 38.0, nan,
   04/15/2020, 0.0, 73.0, 35.0, nan,
   04/16/2020, 0.0, 71.0, 37.0, nan,
   04/17/2020, 0.0, 79.0, 42.0, nan,
   04/18/2020, 0.0, 79.0, 37.0, nan,
   04/19/2020, 0.0, 74.0, 36.0, nan,
   04/20/2020, 0.0, 79.0, 42.0, nan,
   04/21/2020, 0.0, 80.0, 41.0, nan,
   04/22/2020, 0.0, 81.0, 40.0, nan,
   04/23/2020, 0.0, 77.0, 43.0, nan,
   04/24/2020, 0.0, 88.0, 47.0, nan,
   04/25/2020, 0.0, 91.0, 47.0, nan,
   04/26/2020, 0.0, 93.0, 48.0, nan,
   04/27/2020, 0.0, 95.0, 48.0, nan,
   04/28/2020, 0.0, 90.0, 46.0, nan,
   04/29/2020, 0.0, 92.0, 49.0, nan,
   04/30/2020, 0.0, 96.0, 54.0, nan,
   05/01/2020, 0.0, 95.0, 51.0, 0.0,
   05/02/2020, 0.0, 92.0, 50.0, 0.0,
   05/03/2020, 0.0, nan, nan, 0.0,
   05/04/2020, 0.0, 90.0, 47.0, 0.0,
   05/05/2020, 0.0, 92.0, 47.0, 0.0,
   05/06/2020, 0.0, 96.0, 49.0, 0.0,
   05/07/2020, 0.0, 99.0, 51.0, 0.0,
   05/08/2020, 0.0, 97.0, 60.0, 0.0,
   05/09/2020, 0.0, 89.0, 56.0, 0.0,
   05/10/2020, 0.0, 91.0, 59.0, 0.0,
   05/11/2020, 0.0, 91.0, 54.0, 0.0,
   05/12/2020, 0.0, 91.0, 50.0, 0.0,
   05/13/2020, 0.0, 86.0, 46.0, 0.0,
   05/14/2020, 0.0, 84.0, 45.0, 0.0,
   05/15/2020, 0.0, 83.0, 47.0, 0.0,
   05/16/2020, 0.0, 86.0, 50.0, 0.0,
   05/17/2020, 0.0, 90.0, 49.0, 0.0,
   05/18/2020, 0.0, 91.0, 49.0, 0.0,
   05/19/2020, 0.0, 90.0, 49.0, 0.0,
   05/20/2020, 0.0, 86.0, 42.0, 0.0,
   05/21/2020, 0.0, 83.0, 41.0, 0.0,
   05/22/2020, 0.0, 86.0, 44.0, 0.0,
   05/23/2020, 0.0, 87.0, 47.0, 0.0,
   05/24/2020, 0.0, 85.0, 45.0, 0.0,
   05/25/2020, 0.0, 86.0, 47.0, 0.0,
   05/26/2020, 0.0, 89.0, 48.0, 0.0,
   05/27/2020, 0.0, 94.0, 51.0, 0.0,
   05/28/2020, 0.0, 97.0, 55.0, 0.0,
   05/29/2020, 0.0, 99.0, 57.0, 0.0,
   05/30/2020, 0.0, 92.0, 63.0, 0.0,
   05/31/2020, 0.0, 100.0, 63.0, 0.0,
   06/01/2020, 0.12, 98.0, 60.0, 0.0,
   06/02/2020, 0.02, 95.0, 64.0, 0.0,
   06/03/2020, 0.0, 97.0, 58.0, 0.0,
   06/04/2020, 0.0, 100.0, 61.0, 0.0,
   06/05/2020, 0.0, 100.0, 61.0, 0.0,
   06/06/2020, 0.0, 99.0, 54.0, 0.0,
   06/07/2020, 0.0, 91.0, 52.0, 0.0,
   06/08/2020, 0.0, 87.0, 42.0, 0.0,
   06/09/2020, 0.0, 88.0, 47.0, 0.0,
   06/10/2020, 0.0, 78.0, 69.0, 0.0,
   06/11/2020, 0.0, 97.0, 55.0, 0.0,
   06/12/2020, 0.0, 99.0, 58.0, 0.0,
   06/13/2020, 0.0, 101.0, 59.0, 0.0,
   06/14/2020, 0.0, 101.0, 59.0, 0.0,
   06/15/2020, 0.0, 98.0, 67.0, 0.0,
   06/16/2020, 0.0, 97.0, 55.0, 0.0,
   06/17/2020, 0.0, 95.0, 47.0, 0.0,
   06/18/2020, 0.0, 94.0, 49.0, 0.0,
   06/19/2020, 0.0, 97.0, 54.0, 0.0,
   06/20/2020, 0.0, 96.0, 53.0, 0.0,
   06/21/2020, 0.0, 99.0, 57.0, 0.0,
   06/22/2020, 0.0, 95.0, 77.0, 0.0,
   06/23/2020, 0.0, 100.0, 56.0, 0.0,
   06/24/2020, 0.0, 101.0, 58.0, 0.0,
   06/25/2020, 0.0, 104.0, 62.0, 0.0,
   06/26/2020, 0.0, 103.0, 60.0, 0.0,
   06/27/2020, 0.0, 103.0, 60.0, 0.0,
   06/28/2020, 0.0, 96.0, 67.0, 0.0,
   06/29/2020, 0.0, 92.0, 67.0, 0.0,
   06/30/2020, 0.0, 91.0, 66.0, 0.0,
   07/01/2020, 0.0, 91.0, 55.0, 0.0,
   07/02/2020, 0.0, 94.0, 65.0, 0.0,
   07/03/2020, 0.27, 86.0, 62.0, 0.0,
   07/04/2020, 0.0, 95.0, 64.0, 0.0,
   07/05/2020, 0.28, 99.0, 64.0, 0.0,
   07/06/2020, 0.0, 101.0, 64.0, 0.0,
   07/07/2020, 0.0, 103.0, 68.0, 0.0,
   07/08/2020, 0.0, 102.0, 70.0, 0.0,
   07/09/2020, 0.07, 100.0, 68.0, 0.0,
   07/10/2020, 0.12, 100.0, 69.0, 0.0,
   07/11/2020, 0.01, 100.0, 70.0, 0.0,
   07/12/2020, 0.0, 103.0, 68.0, 0.0,
   07/13/2020, 0.21, 106.0, 78.0, 0.0,
   07/14/2020, 0.0, 100.0, 73.0, 0.0,
   07/15/2020, 0.17, 101.0, 71.0, 0.0,
   07/16/2020, 0.6, 98.0, 65.0, 0.0,
   07/17/2020, 0.65, 98.0, 71.0, 0.0,
   07/18/2020, 0.0, 96.0, 68.0, 0.0,
   07/19/2020, 0.0, 95.0, 71.0, 0.0,
   07/20/2020, 0.0, 97.0, 69.0, 0.0,
   07/21/2020, 0.0, 96.0, 64.0, 0.0,
   07/22/2020, 0.16, 96.0, 67.0, 0.0,
   07/23/2020, 0.0, 92.0, 69.0, 0.0,
   07/24/2020, 2.02, 83.0, 65.0, 0.0,
   07/25/2020, 0.04, 84.0, 67.0, 0.0,
   07/26/2020, 0.0, 88.0, 63.0, 0.0,
   07/27/2020, 0.0, 95.0, 68.0, 0.0,
   07/28/2020, 0.0, 97.0, 68.0, 0.0,
   07/29/2020, 0.0, 99.0, 68.0, 0.0,
   07/30/2020, 0.0, 101.0, 66.0, 0.0,
   07/31/2020, 0.0, 103.0, 70.0, 0.0,
   08/01/2020, 0.16, 104.0, 68.0, 0.0,
   08/02/2020, 0.0, 100.0, 70.0, 0.0,
   08/03/2020, 1.15, 98.0, 67.0, 0.0,
   08/04/2020, 0.0, 96.0, 65.0, 0.0,
   08/05/2020, 0.0, 96.0, 63.0, 0.0,
   08/06/2020, 0.0, 99.0, 62.0, 0.0,
   08/07/2020, 0.0, 97.0, 65.0, 0.0,
   08/08/2020, 0.0, 97.0, 64.0, 0.0,
   08/09/2020, 0.0, 100.0, 63.0, 0.0,
   08/10/2020, 0.0, 100.0, 63.0, 0.0,
   08/11/2020, 0.0, 100.0, 70.0, 0.0,
   08/12/2020, 0.0, 97.0, 67.0, 0.0,
   08/13/2020, 0.39, 100.0, 65.0, 0.0,
   08/14/2020, 0.0, 100.0, 73.0, 0.0,
   08/15/2020, 0.0, 102.0, 72.0, 0.0,
   08/16/2020, 0.63, 102.0, 67.0, 0.0,
   08/17/2020, 0.14, 99.0, 66.0, 0.0,
   08/18/2020, 0.0, 98.0, 64.0, 0.0,
   08/19/2020, 0.0, 98.0, 64.0, 0.0,
   08/20/2020, 0.0, 102.0, 66.0, 0.0,
   08/21/2020, 1.67, 99.0, 61.0, 0.0,
   08/22/2020, 0.0, 91.0, 66.0, 0.0,
   08/23/2020, 0.0, 95.0, 66.0, 0.0,
   08/24/2020, 0.0, 96.0, 66.0, 0.0,
   08/25/2020, 0.0, 101.0, 65.0, 0.0,
   08/26/2020, 0.0, 99.0, 65.0, 0.0,
   08/27/2020, 0.0, 95.0, 63.0, 0.0,
   08/28/2020, 0.0, 103.0, 64.0, 0.0,
   08/29/2020, 0.02, 100.0, 70.0, 0.0,
   08/30/2020, 0.41, 92.0, 65.0, 0.0,
   08/31/2020, 0.1, 76.0, 66.0, 0.0,
   09/01/2020, 0.33, 77.0, 65.0, 0.0,
   09/02/2020, 0.0, 87.0, 66.0, 0.0,
   09/03/2020, 0.0, 93.0, 72.0, 0.0,
   09/04/2020, 0.0, 94.0, 77.0, 0.0,
   09/05/2020, 0.0, 101.0, 61.0, 0.0,
   09/06/2020, 0.0, 98.0, 58.0, 0.0,
   09/07/2020, 0.0, 99.0, 68.0, 0.0,
   09/08/2020, 0.0, 99.0, 68.0, 0.0,
   09/09/2020, 0.0, 86.0, 67.0, 0.0,
   09/10/2020, 0.0, 83.0, 48.0, 0.0,
   09/11/2020, 0.0, 86.0, 56.0, 0.0,
   09/12/2020, 0.0, 84.0, 51.0, 0.0,
   09/13/2020, 0.0, 89.0, 57.0, 0.0,
   09/14/2020, 0.0, 92.0, 59.0, 0.0,
   09/15/2020, 0.0, 90.0, 58.0, 0.0,
   09/16/2020, 0.0, 91.0, 54.0, 0.0,
   09/17/2020, 0.0, 94.0, 56.0, 0.0,
   09/18/2020, 0.0, 96.0, 57.0, 0.0,
   09/19/2020, 0.0, 93.0, 57.0, 0.0,
   09/20/2020, 0.0, 92.0, 60.0, 0.0,
   09/21/2020, 0.0, 95.0, 60.0, 0.0,
   09/22/2020, 0.0, 92.0, 60.0, 0.0,
   09/23/2020, 0.0, 89.0, 56.0, 0.0,
   09/24/2020, 0.0, 98.0, 56.0, 0.0,
   09/25/2020, 0.0, 95.0, 56.0, 0.0,
   09/26/2020, 0.0, 95.0, 56.0, 0.0,
   09/27/2020, 0.0, 95.0, 55.0, 0.0,
   09/28/2020, 0.0, 93.0, 52.0, 0.0,
   09/29/2020, 0.0, 93.0, 63.0, 0.0,
   09/30/2020, 0.0, 94.0, 53.0, 0.0,
   10/01/2020, 0.0, 95.0, 52.0, 0.0,
   10/02/2020, 0.0, 97.0, 52.0, 0.0,
   10/03/2020, 0.0, 97.0, 51.0, 0.0,
   10/04/2020, 0.0, 94.0, 49.0, 0.0,
   10/05/2020, 0.0, 95.0, 50.0, 0.0,
   10/06/2020, 0.0, 95.0, 50.0, 0.0,
   10/07/2020, 0.0, 94.0, 48.0, 0.0,
   10/08/2020, 0.0, 95.0, 51.0, 0.0,
   10/09/2020, 0.0, 92.0, 49.0, 0.0,
   10/10/2020, 0.0, 90.0, 49.0, 0.0,
   10/11/2020, 0.0, 89.0, 47.0, 0.0,
   10/12/2020, 0.0, 87.0, 47.0, 0.0,
   10/13/2020, 0.0, 90.0, 52.0, 0.0,
   10/14/2020, 0.0, 94.0, 52.0, 0.0,
   10/15/2020, 0.0, 95.0, 52.0, 0.0,
   10/16/2020, 0.0, 95.0, 47.0, 0.0,
   10/17/2020, 0.0, 96.0, 51.0, 0.0,
   10/18/2020, 0.0, 92.0, 48.0, 0.0,
   10/19/2020, 0.0, 90.0, 46.0, 0.0,
   10/20/2020, 0.0, 90.0, 46.0, 0.0,
   10/21/2020, 0.0, 89.0, 48.0, 0.0,
   10/22/2020, 0.0, 90.0, 49.0, 0.0,
   10/23/2020, 0.0, 85.0, 50.0, 0.0,
   10/24/2020, 0.0, 86.0, 51.0, 0.0,
   10/25/2020, 0.0, 86.0, 51.0, 0.0,
   10/26/2020, 0.0, 87.0, 52.0, 0.0,
   10/27/2020, 0.0, 65.0, 22.0, 0.0,
   10/28/2020, 0.0, 53.0, 26.0, 0.0,
   10/29/2020, 0.0, 63.0, 33.0, 0.0,
   10/30/2020, 0.0, 79.0, 40.0, 0.0,
   10/31/2020, 0.0, 83.0, 42.0, 0.0,
   11/01/2020, 0.0, 85.0, 49.0, 0.0,
   11/02/2020, 0.0, 89.0, 55.0, 0.0,
   11/03/2020, 0.0, 87.0, 49.0, 0.0,
   11/04/2020, 0.0, 89.0, 50.0, 0.0,
   11/05/2020, 0.0, nan, nan, 0.0,
   11/06/2020, 0.0, 89.0, 47.0, 0.0,
   11/07/2020, 0.0, 88.0, 58.0, 0.0,
   11/08/2020, 0.03, 76.0, 39.0, 0.0,
   11/09/2020, 0.02, 66.0, 43.0, 0.0,
   11/10/2020, 0.16, 50.0, 29.0, 0.0,
   11/11/2020, 0.0, 58.0, 33.0, 0.0,
   11/12/2020, 0.0, 70.0, 33.0, 0.0,
   11/13/2020, 0.0, 70.0, 33.0, 0.0,
   11/14/2020, 0.0, 70.0, 33.0, 0.0,
