"","MonitoringLocationIdentifier","OrganizationIdentifier.x","OrganizationFormalName.x","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityRelativeDepthName","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ProjectName","ActivityConductingOrganizationText","MonitoringLocationName.x","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","ActivityLocation.LatitudeMeasure","ActivityLocation.LongitudeMeasure","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionMethod.MethodDescriptionText","SampleCollectionEquipmentName","ResultIdentifier","ResultDetectionConditionText","MethodSpeciationName","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","DataQuality.PrecisionValue","DataQuality.BiasValue","DataQuality.ConfidenceIntervalValue","DataQuality.UpperConfidenceLimitValue","DataQuality.LowerConfidenceLimitValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","BinaryObjectFileName","BinaryObjectFileTypeCode","ResultFileUrl","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","ResultAnalyticalMethod.MethodUrl","ResultAnalyticalMethod.MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","ResultDetectionQuantitationLimitUrl","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","LabSamplePreparationUrl","LastUpdated","ProviderName.x","DateAsDate","OrganizationIdentifier.y","OrganizationFormalName.y","MonitoringLocationName.y","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure_MeasureValue","DrainageAreaMeasure_MeasureUnitCode","ContributingDrainageAreaMeasure_MeasureValue","ContributingDrainageAreaMeasure_MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure_MeasureValue","HorizontalAccuracyMeasure_MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure_MeasureValue","VerticalMeasure_MeasureUnitCode","VerticalAccuracyMeasure_MeasureValue","VerticalAccuracyMeasure_MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","LocalAqfrName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure_MeasureValue","WellDepthMeasure_MeasureUnitCode","WellHoleDepthMeasure_MeasureValue","WellHoleDepthMeasure_MeasureUnitCode","ProviderName.y"
"418","USGS-09481740","USGS-AZ","USGS Arizona Water Science Center","nwisaz.01.01600062","Sample-Routine","Water","Surface Water","1/5/2016","10:00:00","MST",NA,NA,NA,NA,NA,"","",NA,"",NA,"","","","U.S. Geological Survey-Water Resources Discipline","","",NA,"Falling stage","Flood",NA,NA,"50","USGS parameter code 82398","Point sample",NA,"Sampler, point, automatic","NWIS-103546025","","","Escherichia coli","",180000,"MPN/100 ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50468,NA,"",NA,NA,NA,NA,NA,NA,"BAC14","USGS","E coli, water, Colilert (24-28)",NA,"Standard Methods","USGS - Arizona Water Science Center","","sample was diluted","","",NA,"",NA,"","NWIS","2016-01-05","USGS-AZ","USGS Arizona Water Science Center","SANTA CRUZ RIVER AT TUBAC, AZ.","Stream","",15050301,1210,"sq mi",NA,NA,31.61286778,-111.0414792,NA,1,"seconds","Interpolated from MAP.","NAD83",3180,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"419","USGS-09481740","USGS-AZ","USGS Arizona Water Science Center","nwisaz.01.01500558","Sample-Routine","Water","Surface Water","9/21/2015","20:15:00","MST",NA,NA,NA,NA,NA,"","",NA,"",NA,"","","","U.S. Geological Survey-Water Resources Discipline","","",NA,"Not determined","Flood",NA,NA,"50","USGS parameter code 82398","Point sample",NA,"Sampler, point, automatic","NWIS-103084434","","","Escherichia coli","",370000,"MPN/100 ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.736111111",50468,NA,"",NA,NA,NA,NA,NA,NA,"BAC14","USGS","E coli, water, Colilert (24-28)",NA,"Standard Methods","USGS - Arizona Water Science Center","","sample was diluted","","",NA,"",NA,"","NWIS","2015-09-21","USGS-AZ","USGS Arizona Water Science Center","SANTA CRUZ RIVER AT TUBAC, AZ.","Stream","",15050301,1210,"sq mi",NA,NA,31.61286778,-111.0414792,NA,1,"seconds","Interpolated from MAP.","NAD83",3180,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"420","USGS-09481740","USGS-AZ","USGS Arizona Water Science Center","nwisaz.01.01500562","Sample-Routine","Water","Surface Water","9/21/2015","22:15:00","MST",NA,NA,NA,NA,NA,"","",NA,"",NA,"","","","U.S. Geological Survey-Water Resources Discipline","","",NA,"Not determined","Flood",NA,NA,"50","USGS parameter code 82398","Point sample",NA,"Sampler, point, automatic","NWIS-103084475","","","Escherichia coli","",190000,"MPN/100 ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.736111111",50468,NA,"",NA,NA,NA,NA,NA,NA,"BAC14","USGS","E coli, water, Colilert (24-28)",NA,"Standard Methods","USGS - Arizona Water Science Center","","sample was diluted","","",NA,"",NA,"","NWIS","2015-09-21","USGS-AZ","USGS Arizona Water Science Center","SANTA CRUZ RIVER AT TUBAC, AZ.","Stream","",15050301,1210,"sq mi",NA,NA,31.61286778,-111.0414792,NA,1,"seconds","Interpolated from MAP.","NAD83",3180,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"421","USGS-09481740","USGS-AZ","USGS Arizona Water Science Center","nwisaz.01.01700105","Sample-Routine","Water","Surface Water","12/9/2016","16:45:00","MST",NA,NA,NA,NA,NA,"","",NA,"",NA,"","","","U.S. Geological Survey-Water Resources Discipline","","",NA,"Stable, normal stage","Spring breakup",NA,NA,"70","USGS parameter code 82398","Grab sample  (dip)",NA,"Grab sample","NWIS-106505147","","","Escherichia coli","",34,"MPN/100 ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50468,NA,"",NA,NA,NA,NA,NA,NA,"BAC14","USGS","E coli, water, Colilert (24-28)",NA,"Standard Methods","USGS - Arizona Water Science Center","","","","",NA,"",NA,"","NWIS","2016-12-09","USGS-AZ","USGS Arizona Water Science Center","SANTA CRUZ RIVER AT TUBAC, AZ.","Stream","",15050301,1210,"sq mi",NA,NA,31.61286778,-111.0414792,NA,1,"seconds","Interpolated from MAP.","NAD83",3180,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"422","USGS-09481740","USGS-AZ","USGS Arizona Water Science Center","nwisaz.01.01500545","Sample-Routine","Water","Surface Water","9/21/2015","14:10:00","MST",NA,NA,NA,NA,NA,"","",NA,"",NA,"","","","U.S. Geological Survey-Water Resources Discipline","","",NA,"Not determined","Flood",NA,NA,"50","USGS parameter code 82398","Point sample",NA,"Sampler, point, automatic","NWIS-103084288","","","Escherichia coli","",96000,"MPN/100 ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.736111111",50468,NA,"",NA,NA,NA,NA,NA,NA,"BAC14","USGS","E coli, water, Colilert (24-28)",NA,"Standard Methods","USGS - Arizona Water Science Center","","sample was diluted","","",NA,"",NA,"","NWIS","2015-09-21","USGS-AZ","USGS Arizona Water Science Center","SANTA CRUZ RIVER AT TUBAC, AZ.","Stream","",15050301,1210,"sq mi",NA,NA,31.61286778,-111.0414792,NA,1,"seconds","Interpolated from MAP.","NAD83",3180,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"423","USGS-09481740","USGS-AZ","USGS Arizona Water Science Center","nwisaz.01.01600564","Sample-Routine","Water","Surface Water","8/9/2016","10:56:00","MST",NA,NA,NA,NA,NA,"","",NA,"",NA,"","","","U.S. Geological Survey-Water Resources Discipline","","",NA,"Rising stage","Flood",NA,NA,"50","USGS parameter code 82398","Point sample",NA,"Sampler, point, automatic","NWIS-106376902","","","Escherichia coli","",66000,"MPN/100 ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50468,NA,"",NA,NA,NA,NA,NA,NA,"BAC14","USGS","E coli, water, Colilert (24-28)",NA,"Standard Methods","USGS - Arizona Water Science Center","","sample was diluted","","",NA,"",NA,"","NWIS","2016-08-09","USGS-AZ","USGS Arizona Water Science Center","SANTA CRUZ RIVER AT TUBAC, AZ.","Stream","",15050301,1210,"sq mi",NA,NA,31.61286778,-111.0414792,NA,1,"seconds","Interpolated from MAP.","NAD83",3180,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"424","USGS-09481740","USGS-AZ","USGS Arizona Water Science Center","nwisaz.01.01500542","Sample-Routine","Water","Surface Water","9/21/2015","13:25:00","MST",NA,NA,NA,NA,NA,"","",NA,"",NA,"","","","U.S. Geological Survey-Water Resources Discipline","","",NA,"Not determined","Flood",NA,NA,"50","USGS parameter code 82398","Point sample",NA,"Sampler, point, automatic","NWIS-103084256","","","Escherichia coli","",25000,"MPN/100 ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.736111111",50468,NA,"",NA,NA,NA,NA,NA,NA,"BAC14","USGS","E coli, water, Colilert (24-28)",NA,"Standard Methods","USGS - Arizona Water Science Center","","sample was diluted","","",NA,"",NA,"","NWIS","2015-09-21","USGS-AZ","USGS Arizona Water Science Center","SANTA CRUZ RIVER AT TUBAC, AZ.","Stream","",15050301,1210,"sq mi",NA,NA,31.61286778,-111.0414792,NA,1,"seconds","Interpolated from MAP.","NAD83",3180,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"425","USGS-09481740","USGS-AZ","USGS Arizona Water Science Center","nwisaz.01.01600786","Sample-Routine","Water","Surface Water","9/8/2016","4:14:00","MST",NA,NA,NA,NA,NA,"","",NA,"",NA,"","","","U.S. Geological Survey-Water Resources Discipline","","",NA,"Falling stage","Flood",NA,NA,"50","USGS parameter code 82398","Point sample",NA,"Sampler, point, automatic","NWIS-106379124","","","Escherichia coli","",390000,"MPN/100 ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50468,NA,"",NA,NA,NA,NA,NA,NA,"BAC14","USGS","E coli, water, Colilert (24-28)",NA,"Standard Methods","USGS - Arizona Water Science Center","","sample was diluted","","",NA,"",NA,"","NWIS","2016-09-08","USGS-AZ","USGS Arizona Water Science Center","SANTA CRUZ RIVER AT TUBAC, AZ.","Stream","",15050301,1210,"sq mi",NA,NA,31.61286778,-111.0414792,NA,1,"seconds","Interpolated from MAP.","NAD83",3180,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"426","USGS-09481740","USGS-AZ","USGS Arizona Water Science Center","nwisaz.01.01600064","Quality Control Sample-Field Replicate","Water","Surface Water","1/5/2016","14:00:00","MST",NA,NA,NA,NA,NA,"","",NA,"",NA,"","","","U.S. Geological Survey-Water Resources Discipline","","",NA,"Falling stage","Flood",NA,NA,"50","USGS parameter code 82398","Point sample",NA,"Sampler, point, automatic","NWIS-103546049","","","Escherichia coli","",65000,"MPN/100 ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50468,NA,"",NA,NA,NA,NA,NA,NA,"BAC14","USGS","E coli, water, Colilert (24-28)",NA,"Standard Methods","USGS - Arizona Water Science Center","","sample was diluted","","",NA,"",NA,"","NWIS","2016-01-05","USGS-AZ","USGS Arizona Water Science Center","SANTA CRUZ RIVER AT TUBAC, AZ.","Stream","",15050301,1210,"sq mi",NA,NA,31.61286778,-111.0414792,NA,1,"seconds","Interpolated from MAP.","NAD83",3180,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"427","USGS-09481740","USGS-AZ","USGS Arizona Water Science Center","nwisaz.01.01500529","Sample-Routine","Water","Surface Water","8/21/2015","4:05:00","MST",NA,NA,NA,NA,NA,"","",NA,"",NA,"","","","U.S. Geological Survey-Water Resources Discipline","","Deleted bottle 1(not found) as per Nick Paretti 9-4-15",NA,"Falling stage","Flood",NA,NA,"50","USGS parameter code 82398","Point sample",NA,"Sampler, point, automatic","NWIS-103084083","","","Escherichia coli","",490000,"MPN/100 ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.736111111",50468,NA,"",NA,NA,NA,NA,NA,NA,"BAC14","USGS","E coli, water, Colilert (24-28)",NA,"Standard Methods","USGS - Arizona Water Science Center","","sample was diluted","","",NA,"",NA,"","NWIS","2015-08-21","USGS-AZ","USGS Arizona Water Science Center","SANTA CRUZ RIVER AT TUBAC, AZ.","Stream","",15050301,1210,"sq mi",NA,NA,31.61286778,-111.0414792,NA,1,"seconds","Interpolated from MAP.","NAD83",3180,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"428","USGS-09481740","USGS-AZ","USGS Arizona Water Science Center","nwisaz.01.01500531","Sample-Routine","Water","Surface Water","9/3/2015","10:00:00","MST",NA,NA,NA,NA,NA,"","",NA,"",NA,"","","","U.S. Geological Survey-Water Resources Discipline","","",NA,"Stable, normal stage","Routine sample",NA,NA,"70","USGS parameter code 82398","Grab sample  (dip)",NA,"Grab sample","NWIS-103084113","","","Escherichia coli","",3400,"MPN/100 ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.111111111",50468,NA,"",NA,NA,NA,NA,NA,NA,"BAC14","USGS","E coli, water, Colilert (24-28)",NA,"Standard Methods","USGS - Arizona Water Science Center","","sample was diluted","","",NA,"",NA,"","NWIS","2015-09-03","USGS-AZ","USGS Arizona Water Science Center","SANTA CRUZ RIVER AT TUBAC, AZ.","Stream","",15050301,1210,"sq mi",NA,NA,31.61286778,-111.0414792,NA,1,"seconds","Interpolated from MAP.","NAD83",3180,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"429","USGS-09481740","USGS-AZ","USGS Arizona Water Science Center","nwisaz.01.01600782","Sample-Routine","Water","Surface Water","9/8/2016","0:14:00","MST",NA,NA,NA,NA,NA,"","",NA,"",NA,"","","","U.S. Geological Survey-Water Resources Discipline","","",NA,"Falling stage","Flood",NA,NA,"50","USGS parameter code 82398","Point sample",NA,"Sampler, point, automatic","NWIS-106379086","","","Escherichia coli","",390000,"MPN/100 ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50468,NA,"",NA,NA,NA,NA,NA,NA,"BAC14","USGS","E coli, water, Colilert (24-28)",NA,"Standard Methods","USGS - Arizona Water Science Center","","sample was diluted","","",NA,"",NA,"","NWIS","2016-09-08","USGS-AZ","USGS Arizona Water Science Center","SANTA CRUZ RIVER AT TUBAC, AZ.","Stream","",15050301,1210,"sq mi",NA,NA,31.61286778,-111.0414792,NA,1,"seconds","Interpolated from MAP.","NAD83",3180,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"430","USGS-09481740","USGS-AZ","USGS Arizona Water Science Center","nwisaz.01.01500466","Quality Control Sample-Field Replicate","Water","Surface Water","7/13/2015","1:17:00","MST",NA,NA,NA,NA,NA,"","",NA,"",NA,"","","","U.S. Geological Survey-Water Resources Discipline","","",NA,"Rising stage","Flood",NA,NA,"70","USGS parameter code 82398","Grab sample  (dip)",NA,"Grab sample","NWIS-103083438","","","Escherichia coli","",210000,"MPN/100 ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.736111111",50468,NA,"",NA,NA,NA,NA,NA,NA,"BAC14","USGS","E coli, water, Colilert (24-28)",NA,"Standard Methods","USGS - Arizona Water Science Center","","sample was diluted","","",NA,"",NA,"","NWIS","2015-07-13","USGS-AZ","USGS Arizona Water Science Center","SANTA CRUZ RIVER AT TUBAC, AZ.","Stream","",15050301,1210,"sq mi",NA,NA,31.61286778,-111.0414792,NA,1,"seconds","Interpolated from MAP.","NAD83",3180,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"431","USGS-09481740","USGS-AZ","USGS Arizona Water Science Center","nwisaz.01.01600200","Sample-Routine","Water","Surface Water","3/2/2016","14:00:00","MST",NA,NA,NA,NA,NA,"","",NA,"",NA,"","","","U.S. Geological Survey-Water Resources Discipline","","",NA,"Stable, normal stage","Routine sample",NA,NA,"50","USGS parameter code 82398","Point sample",NA,"Sampler, point, automatic","NWIS-103614344","","","Escherichia coli","",44,"MPN/100 ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50468,NA,"",NA,NA,NA,NA,NA,NA,"BAC14","USGS","E coli, water, Colilert (24-28)",NA,"Standard Methods","USGS - Arizona Water Science Center","","","","",NA,"",NA,"","NWIS","2016-03-02","USGS-AZ","USGS Arizona Water Science Center","SANTA CRUZ RIVER AT TUBAC, AZ.","Stream","",15050301,1210,"sq mi",NA,NA,31.61286778,-111.0414792,NA,1,"seconds","Interpolated from MAP.","NAD83",3180,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"432","USGS-09481740","USGS-AZ","USGS Arizona Water Science Center","nwisaz.01.01500592","Sample-Routine","Water","Surface Water","9/23/2015","12:00:00","MST",NA,NA,NA,NA,NA,"","",NA,"",NA,"","","","U.S. Geological Survey-Water Resources Discipline","","",NA,"Not determined","Flood",NA,NA,"50","USGS parameter code 82398","Point sample",NA,"Sampler, point, automatic","NWIS-103084783","","","Escherichia coli","",16000,"MPN/100 ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.736111111",50468,NA,"",NA,NA,NA,NA,NA,NA,"BAC14","USGS","E coli, water, Colilert (24-28)",NA,"Standard Methods","USGS - Arizona Water Science Center","","sample was diluted","","",NA,"",NA,"","NWIS","2015-09-23","USGS-AZ","USGS Arizona Water Science Center","SANTA CRUZ RIVER AT TUBAC, AZ.","Stream","",15050301,1210,"sq mi",NA,NA,31.61286778,-111.0414792,NA,1,"seconds","Interpolated from MAP.","NAD83",3180,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"433","USGS-09481740","USGS-AZ","USGS Arizona Water Science Center","nwisaz.01.01500439","Quality Control Sample-Field Replicate","Water","Surface Water","6/30/2015","20:30:00","MST",NA,NA,NA,NA,NA,"","",NA,"",NA,"","","","U.S. Geological Survey-Water Resources Discipline","","",NA,"Stable, normal stage","Routine sample",NA,NA,"70","USGS parameter code 82398","Grab sample  (dip)",NA,"Grab sample","NWIS-103083197","","","Escherichia coli","",66000,"MPN/100 ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.736111111",50468,NA,"",NA,NA,NA,NA,NA,NA,"BAC14","USGS","E coli, water, Colilert (24-28)",NA,"Standard Methods","USGS - Arizona Water Science Center","","sample was diluted","","",NA,"",NA,"","NWIS","2015-06-30","USGS-AZ","USGS Arizona Water Science Center","SANTA CRUZ RIVER AT TUBAC, AZ.","Stream","",15050301,1210,"sq mi",NA,NA,31.61286778,-111.0414792,NA,1,"seconds","Interpolated from MAP.","NAD83",3180,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"434","USGS-09481740","USGS-AZ","USGS Arizona Water Science Center","nwisaz.01.01600574","Quality Control Sample-Field Replicate","Water","Surface Water","8/4/2016","0:30:00","MST",NA,NA,NA,NA,NA,"","",NA,"",NA,"","","","U.S. Geological Survey-Water Resources Discipline","","",NA,"Peak stage","Flood",NA,NA,"70","USGS parameter code 82398","Grab sample  (dip)",NA,"Grab sample","NWIS-106377029","","","Escherichia coli","",550000,"MPN/100 ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50468,NA,"",NA,NA,NA,NA,NA,NA,"BAC14","USGS","E coli, water, Colilert (24-28)",NA,"Standard Methods","USGS - Arizona Water Science Center","","sample was diluted","","",NA,"",NA,"","NWIS","2016-08-04","USGS-AZ","USGS Arizona Water Science Center","SANTA CRUZ RIVER AT TUBAC, AZ.","Stream","",15050301,1210,"sq mi",NA,NA,31.61286778,-111.0414792,NA,1,"seconds","Interpolated from MAP.","NAD83",3180,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"435","USGS-09481740","USGS-AZ","USGS Arizona Water Science Center","nwisaz.01.01600769","Sample-Routine","Water","Surface Water","9/7/2016","12:15:00","MST",NA,NA,NA,NA,NA,"","",NA,"",NA,"","","","U.S. Geological Survey-Water Resources Discipline","","",NA,"Rising stage","Flood",NA,NA,"50","USGS parameter code 82398","Point sample",NA,"Sampler, point, automatic","NWIS-106378941","","","Escherichia coli","",520000,"MPN/100 ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50468,NA,"",NA,NA,NA,NA,NA,NA,"BAC14","USGS","E coli, water, Colilert (24-28)",NA,"Standard Methods","USGS - Arizona Water Science Center","","sample was diluted","","",NA,"",NA,"","NWIS","2016-09-07","USGS-AZ","USGS Arizona Water Science Center","SANTA CRUZ RIVER AT TUBAC, AZ.","Stream","",15050301,1210,"sq mi",NA,NA,31.61286778,-111.0414792,NA,1,"seconds","Interpolated from MAP.","NAD83",3180,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"436","USGS-09481740","USGS-AZ","USGS Arizona Water Science Center","nwisaz.01.01500487","Sample-Routine","Water","Surface Water","7/27/2015","16:30:00","MST",NA,NA,NA,NA,NA,"","",NA,"",NA,"","","","U.S. Geological Survey-Water Resources Discipline","","",NA,"Stable, normal stage","Routine sample",NA,NA,"70","USGS parameter code 82398","Grab sample  (dip)",NA,"Grab sample","NWIS-103083652","","","Escherichia coli","",1000,"MPN/100 ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50468,NA,"",NA,NA,NA,NA,NA,NA,"BAC14","USGS","E coli, water, Colilert (24-28)",NA,"Standard Methods","","","","","",NA,"",NA,"","NWIS","2015-07-27","USGS-AZ","USGS Arizona Water Science Center","SANTA CRUZ RIVER AT TUBAC, AZ.","Stream","",15050301,1210,"sq mi",NA,NA,31.61286778,-111.0414792,NA,1,"seconds","Interpolated from MAP.","NAD83",3180,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"437","USGS-09481740","USGS-AZ","USGS Arizona Water Science Center","nwisaz.01.01600563","Sample-Routine","Water","Surface Water","8/9/2016","10:41:00","MST",NA,NA,NA,NA,NA,"","",NA,"",NA,"","","","U.S. Geological Survey-Water Resources Discipline","","",NA,"Rising stage","Flood",NA,NA,"50","USGS parameter code 82398","Point sample",NA,"Sampler, point, automatic","NWIS-106376891","","","Escherichia coli","",85000,"MPN/100 ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50468,NA,"",NA,NA,NA,NA,NA,NA,"BAC14","USGS","E coli, water, Colilert (24-28)",NA,"Standard Methods","USGS - Arizona Water Science Center","","sample was diluted","","",NA,"",NA,"","NWIS","2016-08-09","USGS-AZ","USGS Arizona Water Science Center","SANTA CRUZ RIVER AT TUBAC, AZ.","Stream","",15050301,1210,"sq mi",NA,NA,31.61286778,-111.0414792,NA,1,"seconds","Interpolated from MAP.","NAD83",3180,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"438","USGS-09481740","USGS-AZ","USGS Arizona Water Science Center","nwisaz.01.01500541","Sample-Routine","Water","Surface Water","9/21/2015","13:10:00","MST",NA,NA,NA,NA,NA,"","",NA,"",NA,"","","","U.S. Geological Survey-Water Resources Discipline","","",NA,"Not determined","Flood",NA,NA,"50","USGS parameter code 82398","Point sample",NA,"Sampler, point, automatic","NWIS-103084245","","","Escherichia coli","",13000,"MPN/100 ml",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.736111111",50468,NA,"",NA,NA,NA,NA,NA,NA,"BAC14","USGS","E coli, water, Colilert (24-28)",NA,"Standard Methods","USGS - Arizona Water Science Center","","sample was diluted","","",NA,"",NA,"","NWIS","2015-09-21","USGS-AZ","USGS Arizona Water Science Center","SANTA CRUZ RIVER AT TUBAC, AZ.","Stream","",15050301,1210,"sq mi",NA,NA,31.61286778,-111.0414792,NA,1,"seconds","Interpolated from MAP.","NAD83",3180,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",4,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
